GEOTYPE|ST|GEO_ID|GEO_TTL|FOOTID_GEO|NAICS2012|NAICS2012_TTL|FOOTID_NAICS|YEAR|EMP|EMP_F|EMP_S|EMP_S_F|PAYANN|PAYANN_F|PAYANN_S|PAYANN_S_F|EMPAVPW|EMPAVPW_F|EMPAVPW_S|EMPAVPW_S_F|HOURS|HOURS_F|HOURS_S|HOURS_S_F|PAYANPW|PAYANPW_F|PAYANPW_S|PAYANPW_S_F|CSTMTOT|CSTMTOT_F|CSTMTOT_S|CSTMTOT_S_F|RCPTOT|RCPTOT_F|RCPTOT_S|RCPTOT_S_F|VALADD|VALADD_F|VALADD_S|VALADD_S_F|CEXTOT|CEXTOT_F|CEXTOT_S|CEXTOT_S_F
02|12|0400000US12|Florida||3324|Boiler, tank, and shipping container manufacturing||2015|1058||.4||61052||.3||852||.6||1741||.9||43718||.5||398023||.5||581209||.8||183521||1.3||8927||3.4|
02|12|0400000US12|Florida||3324|Boiler, tank, and shipping container manufacturing||2014|1040||.5||56462||.8||835||.6||1717||.5||40001||1.0||385185||1.2||607145||1.3||220362||1.6||9941||3.1|
02|12|0400000US12|Florida||3325|Hardware manufacturing||2015|582||0||23525||0||447||0||928||0||13286||0||31626||0||80123||0||0|D|0|D|542||0|
02|12|0400000US12|Florida||3325|Hardware manufacturing||2014|612||0||24920||0||486||0||1004||0||14343||0||27670||0||77453||0||50068||0||439||0|
02|12|0400000US12|Florida||3326|Spring and wire product manufacturing||2015|275||9.6||20453||14.5||225||11.7||486||16.9||10639||10.6||23284||2.7||59537||10.2||0|D|0|D|623||0|
02|12|0400000US12|Florida||3326|Spring and wire product manufacturing||2014|263||12.3||17851||9.4||215||9.5||465||16.4||11149||18.3||22896||.7||56777||10.1||34669||16.6||2324|s|66.1|s
02|12|0400000US12|Florida||3327|Machine shops; turned product; and screw, nut, and bolt manufacturing||2015|5457||4.2||280622||3.3||3986||3.7||8126||3.4||184423||3.2||295050||8.7||840409||8.8||549468||8.9||53647||13.6|
02|12|0400000US12|Florida||3327|Machine shops; turned product; and screw, nut, and bolt manufacturing||2014|5773||3.2||283596||2.9||4342||3.0||8806||2.8||189458||2.7||318904||8.3||889021||8.2||586089||8.3||56388||11.5|
02|12|0400000US12|Florida||3328|Coating, engraving, heat treating, and allied activities||2015|1300||7.3||56210||6.9||1007||8.4||2027||8.0||37442||8.1||35245||6.9||156638||6.6||121261||7.6||4469||11.8|
02|12|0400000US12|Florida||3328|Coating, engraving, heat treating, and allied activities||2014|1294||7.4||53080||7.8||989||8.2||2007||8.2||35516||8.0||34786||6.5||147740||7.6||113179||8.7||2962||6.8|
02|12|0400000US12|Florida||3329|Other fabricated metal product manufacturing||2015|4965||2.5||244651||2.0||3694||2.7||6938||2.4||140068||2.0||373778||8.6||1032073||5.8||670014||3.9||20471||8.4|
02|12|0400000US12|Florida||3329|Other fabricated metal product manufacturing||2014|4581||2.0||223333||1.7||3445||1.4||6712||2.3||138320||2.0||327374||5.2||888150||3.7||573541||3.1||39242||5.7|
02|12|0400000US12|Florida||333|Machinery manufacturing||2015|20877||2.8||1256426||2.4||12320||3.6||24122||4.1||543408||2.6||3404996||2.1||7576778||2.1||4162286||2.3||191599||4.4|
02|12|0400000US12|Florida||333|Machinery manufacturing||2014|19351||2.6||1118436||2.4||12030||3.6||23906||4.0||527321||2.4||3408701||2.6||7685913||2.0||4289302||2.8||170791||8.3|
02|12|0400000US12|Florida||3331|Agriculture, construction, and mining machinery manufacturing||2015|1285||1.5||85510||3.4||827||2.3||1638||3.5||42903||.1||283975||7.3||469686||4.7||191816||.1||25792||0|
02|12|0400000US12|Florida||3331|Agriculture, construction, and mining machinery manufacturing||2014|1292||.1||82424||2.4||852||.4||1671||.5||45773||.9||331153||6.8||506822||3.4||149434||3.7||32429||1.2|
02|12|0400000US12|Florida||3332|Industrial machinery manufacturing||2015|1300||3.6||84020||4.0||695||3.7||1448||4.9||33274||3.0||209782||3.5||429401||6.2||221677||9.7||20619||19.5|
02|12|0400000US12|Florida||3332|Industrial machinery manufacturing||2014|1471||3.7||84783||4.9||733||4.2||1434||5.0||31792||3.6||220076||4.5||475648||5.8||261738||8.0||29393||13.8|
02|12|0400000US12|Florida||3333|Commercial and service industry machinery manufacturing||2015|6143||4.5||441897||4.6||2969||11.7||4936||4.9||157619||4.9||1291194||2.9||3203361||1.1||1843030||1.9||50711||4.2|
02|12|0400000US12|Florida||3333|Commercial and service industry machinery manufacturing||2014|4586||5.4||319232||6.3||2497||13.8||4345||5.0||131486||5.0||1294898||2.6||3115851||1.1||1823216||1.7||30413||4.0|
02|12|0400000US12|Florida||3334|Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing||2015|4022||8.9||190590||7.7||2734||5.9||6162||13.5||92254||7.1||591307||8.3||1170234||11.2||566646||11.7||24428||12.7|
02|12|0400000US12|Florida||3334|Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing||2014|3869||7.6||161130||6.0||2706||5.6||5876||13.9||84142||8.1||481756||14.8||1082816||11.6||600850||16.2||17751||23.9|
02|12|0400000US12|Florida||3335|Metalworking machinery manufacturing||2015|1636||9.3||79004||8.5||1189||7.7||2511||7.3||47710||10.9||73408||13.1||253257||11.8||177422||16.4||11716|s|44.9|s
02|12|0400000US12|Florida||3335|Metalworking machinery manufacturing||2014|1696||3.3||85747||3.8||1282||5.7||2765||6.2||57088||5.1||81607||8.3||323725||10.5||237375||15.0||23544|s|53.1|s
02|12|0400000US12|Florida||3336|Engine, turbine, and power transmission equipment manufacturing||2015|1185||8.4||75452||8.8||760||9.0||1252||11.8||39086||8.0||181941||9.2||378511||9.9||259841||10.6||8882|s|41.4|s
02|12|0400000US12|Florida||3336|Engine, turbine, and power transmission equipment manufacturing||2014|1393||4.6||105282||2.9||916||3.2||1583||5.3||49585||1.9||228745||3.3||567669||3.6||373364||4.9||14303||19.1|
02|12|0400000US12|Florida||3339|Other general purpose machinery manufacturing||2015|5306||5.7||299953||4.6||3146||6.3||6175||6.8||130561||6.2||773390||3.4||1672327||3.5||901854||4.3||49451||2.2|
02|12|0400000US12|Florida||3339|Other general purpose machinery manufacturing||2014|5044||5.9||279838||4.9||3045||6.5||6232||6.7||127456||6.3||770467||3.4||1613382||3.5||843325||4.3||22958||2.7|
02|12|0400000US12|Florida||334|Computer and electronic product manufacturing||2015|32591||2.7||2547603||2.9||14271||1.9||28869||2.0||812654||1.9||4309866||2.3||11617805||2.5||7259509||2.8||221518||1.8|
02|12|0400000US12|Florida||334|Computer and electronic product manufacturing||2014|34861||2.5||2574932||2.8||14790||1.7||30279||2.0||802984||1.7||4641264||1.9||12599182||2.2||7796531||2.6||273957||1.5|
02|12|0400000US12|Florida||3341|Computer and peripheral equipment manufacturing||2015|1761||15.6||103171||14.1||856||13.4||1449||15.9||29547||21.5||307591||9.2||837427||7.0||530599||5.5||4603||16.2|
02|12|0400000US12|Florida||3341|Computer and peripheral equipment manufacturing||2014|1999||12.0||116707||12.6||808||15.3||1316||16.6||27103||26.3||334362||8.6||892889||6.6||542005||5.5||5640||7.6|
02|12|0400000US12|Florida||3342|Communications equipment manufacturing||2015|9292||2.2||778558||1.5||4196||2.5||8800||2.5||347525||1.0||800731||4.8||2818146||1.9||1997441||.8||44981||1.1|
02|12|0400000US12|Florida||3342|Communications equipment manufacturing||2014|10212||1.4||766054||1.1||4237||2.3||8921||2.3||307708||.8||821416||1.2||3007748||.4||2190992||.7||45113||1.8|
02|12|0400000US12|Florida||3343|Audio and video equipment manufacturing||2015|920||3.6||48038||8.2||588||11.4||1078||12.4||17912||11.2||102315||1.6||228474||5.9||128485||13.9||0|D|0|D
02|12|0400000US12|Florida||3343|Audio and video equipment manufacturing||2014|1010||15.0||45742||13.1||655||15.4||1139||22.1||17658||11.2||107813||2.4||223675||7.4||116870||14.1||2535||21.7|
02|12|0400000US12|Florida||3344|Semiconductor and other electronic component manufacturing||2015|6878||2.5||443117||2.2||4310||3.8||8802||3.8||191629||3.5||1024488||4.1||2092065||2.8||1073967||3.6||76038||4.8|
02|12|0400000US12|Florida||3344|Semiconductor and other electronic component manufacturing||2014|6765||1.5||429757||1.2||4264||2.8||8816||3.6||198983||3.0||995592||3.2||2024661||2.1||1014786||3.2||69405||5.3|
02|12|0400000US12|Florida||3345|Navigational, measuring, electromedical, and control instruments manufacturing||2015|13570||5.9||1162857||6.2||4246||3.1||8609||3.5||222505||5.0||2060077||3.7||5600303||4.9||3502306||5.6||93598||1.5|
02|12|0400000US12|Florida||3345|Navigational, measuring, electromedical, and control instruments manufacturing||2014|14689||5.5||1203335||5.9||4743||2.7||9933||3.1||247739||4.0||2367399||3.2||6407364||4.2||3902849||5.0||151068||.7|
02|12|0400000US12|Florida||3346|Manufacturing and reproducing magnetic and optical media||2015|170||0||11862||0||76||0||130||0||3535||0||14665||0||41391||0||26712||0||0|D|0|D
02|12|0400000US12|Florida||3346|Manufacturing and reproducing magnetic and optical media||2014|187||0||13337||0||84||0||155||0||3793||0||14682||0||42845||0||29030||0||196||0|
02|12|0400000US12|Florida||335|Electrical equipment, appliance, and component manufacturing||2015|8708||2.8||426512||3.1||5824||3.2||11305||3.5||196749||4.5||1052657||1.7||2227708||2.1||1174245||2.6||60427||2.6|
02|12|0400000US12|Florida||335|Electrical equipment, appliance, and component manufacturing||2014|8342||2.8||408614||3.0||5414||2.9||10289||3.1||184455||3.2||1062274||1.6||2268029||1.8||1198437||2.4||73525||2.4|
02|12|0400000US12|Florida||3351|Electric lighting equipment manufacturing||2015|1049||18.7||44777||19.8||616||22.8||1293||22.3||19956||25.5||112331||13.6||247665||15.7||138271||17.6||4057||5.7|
02|12|0400000US12|Florida||3351|Electric lighting equipment manufacturing||2014|951||19.7||43830||19.6||550||23.6||1153||23.2||18239||26.0||95755||15.4||210649||16.6||114421||18.9||2647||0|
02|12|0400000US12|Florida||3352|Household appliance manufacturing||2015|52||0||2816||0||40||0||80||0||1660||0||11220||0||26799||0||15680||0||287||0|
02|12|0400000US12|Florida||3352|Household appliance manufacturing||2014|49||0||2586||0||37||0||75||0||1432||0||10634||0||23861||0||13250||0||332||0|
02|12|0400000US12|Florida||3353|Electrical equipment manufacturing||2015|3521||2.8||172275||3.8||2309||4.3||4374||4.8||73865||8.8||360356||1.1||815015||1.8||455797||3.5||37322||1.8|
02|12|0400000US12|Florida||3353|Electrical equipment manufacturing||2014|3203||.3||161944||.5||1974||1.0||3695||1.0||64618||.8||371374||.3||867010||.9||481133||2.8||37276||2.1|
02|12|0400000US12|Florida||3359|Other electrical equipment and component manufacturing||2015|4086||2.6||206643||3.4||2858||2.6||5558||3.0||101268||3.4||568750||1.5||1138229||1.7||564497||1.8||18761||7.3|
02|12|0400000US12|Florida||3359|Other electrical equipment and component manufacturing||2014|4138||3.4||200254||4.3||2853||2.9||5365||3.2||100167||3.6||584511||1.3||1166509||1.6||589633||2.3||33270||4.8|
02|12|0400000US12|Florida||336|Transportation equipment manufacturing||2015|27862||2.4||1743333||3.3||19175||3.1||39228||2.2||894902||2.8||4528520||2.1||8721905||2.6||4370229||4.2||234136||5.4|
02|12|0400000US12|Florida||336|Transportation equipment manufacturing||2014|26689||3.4||1574600||1.7||18598||3.4||36811||2.6||858552||2.4||4269103||1.6||8136697||1.1||3894957||2.2||359065||9.4|
02|12|0400000US12|Florida||3361|Motor vehicle manufacturing||2015|1139||0||59526||0||813||0||1521||0||41038||0||234425||0||379687||0||0|D|0|D|2343||0|
02|12|0400000US12|Florida||3361|Motor vehicle manufacturing||2014|1084||0||58349||0||787||0||1543||0||44893||0||231163||0||390563||0||0|D|0|D|0|D|0|D
02|12|0400000US12|Florida||3362|Motor vehicle body and trailer manufacturing||2015|2720||4.2||111697||3.1||2130||3.1||4388||3.5||68909||2.6||413478||4.5||645323||5.6||225687||10.1||12921||8.9|
02|12|0400000US12|Florida||3362|Motor vehicle body and trailer manufacturing||2014|2329||2.4||95512||1.0||1728||1.3||3346||6.4||59720||2.3||358976||5.2||568260||5.3||208051||7.2||12259||7.8|
02|12|0400000US12|Florida||3363|Motor vehicle parts manufacturing||2015|3321||1.8||172922||1.1||2572||3.3||5090||2.6||110540||2.8||632281||3.4||1190935||3.4||566033||1.8||21948||16.5|
02|12|0400000US12|Florida||3363|Motor vehicle parts manufacturing||2014|3195||1.3||158287||.8||2553||3.1||4979||1.7||102060||2.4||598881||3.0||1133422||3.0||530676||1.6||26780||20.2|
02|12|0400000US12|Florida||3364|Aerospace product and parts manufacturing||2015|10668||5.9||900997||6.2||5736||9.7||11205||6.2||311545||6.7||1932296||4.7||3917423||5.6||2143776||8.5||124933||6.0|
02|12|0400000US12|Florida||3364|Aerospace product and parts manufacturing||2014|10252||8.7||783476||2.9||5805||10.1||10823||7.3||299376||5.9||1796406||3.4||3592425||1.9||1840187||4.6||248209||13.3|
02|12|0400000US12|Florida||3365|Railroad rolling stock manufacturing||2015|53||0||2801||0||39||0||78||0||0|D|0|D|9392||0||18295||0||0|D|0|D|0|D|0|D
02|12|0400000US12|Florida||3365|Railroad rolling stock manufacturing||2014|0|b|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|12|0400000US12|Florida||3366|Ship and boat building||2015|9383||2.1||469458||3.2||7680||2.3||16564||2.9||351855||3.7||1228592||1.1||2408739||.8||1180146||1.0||64597||14.7|
02|12|0400000US12|Florida||3366|Ship and boat building||2014|9164||2.5||450491||2.8||7488||2.8||15678||3.0||342252||3.2||1203681||1.6||2276734||1.3||1073053||1.6||62594||4.1|
02|12|0400000US12|Florida||3369|Other transportation equipment manufacturing||2015|578||0||25932||0||205||0||382||0||0|D|0|D|78056||0||161504||0||0|D|0|D|0|D|0|D
02|12|0400000US12|Florida||3369|Other transportation equipment manufacturing||2014|0|f|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|12|0400000US12|Florida||337|Furniture and related product manufacturing||2015|9189||3.3||368062||2.9||6867||3.9||13385||3.6||233181||3.8||774382||2.4||1678146||2.1||911724||2.5||29889||24.1|
02|12|0400000US12|Florida||337|Furniture and related product manufacturing||2014|8574||3.2||334848||2.8||6273||3.6||12215||3.6||207901||3.4||688877||2.5||1497519||2.2||814557||2.5||27633||25.2|
02|12|0400000US12|Florida||3371|Household and institutional furniture and kitchen cabinet manufacturing||2015|4531||5.7||170897||5.4||3350||6.1||6545||6.7||111158||6.3||317442||5.2||690351||4.5||374764||5.1||9662||23.3|
02|12|0400000US12|Florida||3371|Household and institutional furniture and kitchen cabinet manufacturing||2014|4355||6.1||155856||5.9||3171||6.7||6162||6.9||102502||6.8||284630||5.6||612614||5.1||331812||5.9||12707||34.0|
02|12|0400000US12|Florida||3372|Office furniture (including fixtures) manufacturing||2015|2851||5.3||125958||3.9||2175||7.9||4402||4.3||77402||7.0||184935||3.7||461929||3.6||278078||4.6||18281||37.5|
02|12|0400000US12|Florida||3372|Office furniture (including fixtures) manufacturing||2014|2758||2.0||123045||1.4||1987||3.7||3981||2.2||68003||2.4||180766||2.9||426316||1.8||247279||2.6||13144|s|41.6|s
02|12|0400000US12|Florida||3379|Other furniture related product manufacturing||2015|1807||1.1||71207||2.0||1343||.3||2438||.7||44620||.3||272005||1.7||525866||1.1||258882||.5||1945||0|
02|12|0400000US12|Florida||3379|Other furniture related product manufacturing||2014|1461||0||55947||.6||1115||0||2072||0||37396||.4||223481||1.2||458589||1.1||235466||1.1||1782||0|
02|12|0400000US12|Florida||339|Miscellaneous manufacturing||2015|24145||3.1||1435660||2.0||14338||4.3||28825||4.6||579035||3.1||2704827||1.4||7029579||1.7||4315287||2.0||324849||3.7|
02|12|0400000US12|Florida||339|Miscellaneous manufacturing||2014|24852||3.9||1534379||3.4||14712||4.0||28642||4.4||577121||2.9||2985159||2.2||7877035||2.5||4993236||3.1||327780||3.8|
02|12|0400000US12|Florida||3391|Medical equipment and supplies manufacturing||2015|15493||4.2||1017994||2.4||9306||6.1||18800||6.5||395184||4.2||1863136||1.8||5153556||2.0||3269860||2.4||284010||4.2|
02|12|0400000US12|Florida||3391|Medical equipment and supplies manufacturing||2014|16654||5.7||1159876||4.4||9839||5.8||19099||6.2||405649||3.9||2201763||3.0||6121013||3.2||3989136||3.8||290450||4.1|
02|12|0400000US12|Florida||3399|Other miscellaneous manufacturing||2015|8652||4.2||417666||3.1||5032||4.8||10025||4.9||183850||3.6||841691||1.7||1876023||2.7||1045426||3.6||40839||5.2|
02|12|0400000US12|Florida||3399|Other miscellaneous manufacturing||2014|8199||2.9||374503||2.5||4873||3.6||9543||4.1||171473||3.1||783397||1.3||1756023||2.3||1004100||3.3||37330||7.7|
02|13|0400000US13|Georgia||31-33|Manufacturing||2015|346433||.8||17386063||.6||261909||.9||535144||1.0||10845476||.8||98956690||.5||167761546||.5||68622122||.6||6112474||.7|
02|13|0400000US13|Georgia||31-33|Manufacturing||2014|334847||.4||16574947||.4||253808||.5||525862||.5||10456337||.5||99760072||.4||166037883||.4||67029692||.5||6207066||2.0|
02|13|0400000US13|Georgia||311|Food manufacturing||2015|58843||1.9||2264011||1.3||49255||2.1||102254||2.0||1651730||1.5||16678338||.5||28915482||.4||12321726||.7||592578||1.5|
02|13|0400000US13|Georgia||311|Food manufacturing||2014|55660||.5||2118887||.8||45918||.9||97369||.9||1523094||.7||17324250||.5||29348917||.6||12019047||.9||610290||3.8|
02|13|0400000US13|Georgia||3111|Animal food manufacturing||2015|0|S|0|A|54387||34.9||0|S|0|A|0|S|0|A|32758|s|64.7|s|1588565||2.9||2247952||1.6||663275||6.1||0|D|0|D
02|13|0400000US13|Georgia||3111|Animal food manufacturing||2014|1591||9.7||89083||12.8||961||11.5||2802||19.7||55234||7.0||1855061||4.1||2543097||6.7||695926||12.8||135467||15.7|
02|13|0400000US13|Georgia||3112|Grain and oilseed milling||2015|1465||.3||102412||.1||978||.1||2136||.1||64232||.1||3101136||.1||3964244||.1||944507||.5||40164||.8|
02|13|0400000US13|Georgia||3112|Grain and oilseed milling||2014|1409||.2||94441||.1||939||0||2085||.1||60700||.1||3232337||.1||4119209||.2||889088||.6||44997||5.5|
02|13|0400000US13|Georgia||3113|Sugar and confectionery product manufacturing||2015|2518||18.7||117404||11.2||2084||22.5||4177||24.1||84169||7.9||715185||1.2||1420946||2.3||674858||3.0||39340||6.2|
02|13|0400000US13|Georgia||3113|Sugar and confectionery product manufacturing||2014|1979||2.4||107969||7.1||1273||22.9||2449||18.7||69841||8.4||673364||.6||1163062||1.9||484817||3.2||41049||10.2|
02|13|0400000US13|Georgia||3114|Fruit and vegetable preserving and specialty food manufacturing||2015|844||0||35079||0||639||0||1378||0||23318||0||162195||0||361216||0||199098||0||7097||0|
02|13|0400000US13|Georgia||3114|Fruit and vegetable preserving and specialty food manufacturing||2014|1069||0||44686||0||902||0||1898||0||31257||0||226065||0||410266||0||184191||0||8117||0|
02|13|0400000US13|Georgia||3115|Dairy product manufacturing||2015|504||0||21784||0||377||0||809||0||15560||0||344163||0||491518||0||0|D|0|D|6405||0|
02|13|0400000US13|Georgia||3115|Dairy product manufacturing||2014|620||0||29169||0||515||0||1117||0||21333||0||509317||0||662542||0||0|D|0|D|7490||0|
02|13|0400000US13|Georgia||3116|Animal slaughtering and processing||2015|34583||.7||1064882||.6||31235||.8||63858||.6||889730||.5||6628587||.6||10279920||.3||3682223||1.2||137296||3.2|
02|13|0400000US13|Georgia||3116|Animal slaughtering and processing||2014|31917||.5||962201||.4||28751||.8||59936||.4||793144||.4||6629324||.5||10249168||.4||3603003||.5||129244||3.6|
02|13|0400000US13|Georgia||3117|Seafood product preparation and packaging||2015|968||0||36418||0||786||0||1762||0||23742||0||336987||0||545356||0||0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3117|Seafood product preparation and packaging||2014|936||0||35544||0||773||0||1539||0||24157||0||352172||0||573019||0||0|D|0|D|7739||0|
02|13|0400000US13|Georgia||3118|Bakeries and tortilla manufacturing||2015|11742||2.1||552665||1.3||8436||2.6||17985||2.4||338751||2.0||1947388||1.8||4284600||1.7||2344378||2.1||131979||4.1|
02|13|0400000US13|Georgia||3118|Bakeries and tortilla manufacturing||2014|10825||.7||501031||.5||7696||1.0||16702||.7||302376||.7||2025758||.6||4315156||.8||2293613||1.5||160407||2.9|
02|13|0400000US13|Georgia||3119|Other food manufacturing||2015|5644||3.2||278979||4.8||4405||3.6||9328||5.6||179471||5.1||1854133||2.5||5319730||1.0||3459574||.8||111123||4.0|
02|13|0400000US13|Georgia||3119|Other food manufacturing||2014|5314||2.4||254763||3.8||4107||2.6||8843||4.3||165051||3.8||1820850||2.0||5313399||.8||3500694||1.1||75780||5.2|
02|13|0400000US13|Georgia||312|Beverage and tobacco product manufacturing||2015|3180||4.9||193727||.9||2007||.6||3935||3.3||123735||1.7||1880973||1.2||3753174||.9||1869670||.7||101444||6.3|
02|13|0400000US13|Georgia||312|Beverage and tobacco product manufacturing||2014|3290||2.8||185258||.8||2115||1.6||3966||3.6||112433||1.5||1857137||1.6||3699300||1.1||1851556||.7||76424||5.9|
02|13|0400000US13|Georgia||3121|Beverage manufacturing||2015|0|h|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3121|Beverage manufacturing||2014|0|h|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3122|Tobacco manufacturing||2015|0|c|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3122|Tobacco manufacturing||2014|0|c|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||313|Textile mills||2015|16390||2.3||579196||1.8||14664||2.7||29757||3.8||462238||2.9||3247892||3.7||5104684||3.1||1829670||3.7||135235||9.8|
02|13|0400000US13|Georgia||313|Textile mills||2014|16368||2.0||557710||1.5||14622||2.4||28438||3.4||437208||2.7||3281804||3.0||5134575||3.1||1919010||5.1||135277||3.9|
02|13|0400000US13|Georgia||3131|Fiber, yarn, and thread mills||2015|7044||.5||232182||.8||6426||.4||12992||.8||191630||1.0||1498944||.3||2374047||.4||876083||.5||40017||2.4|
02|13|0400000US13|Georgia||3131|Fiber, yarn, and thread mills||2014|6997||.1||226212||.4||6406||.1||12590||.8||186645||1.0||1557255||.7||2364042||.7||814302||.8||74134||.6|
02|13|0400000US13|Georgia||3132|Fabric mills||2015|5708||.9||216573||1.6||5102||1.8||9654||1.7||171945||3.0||971573||6.1||1579708||7.4||598532||10.8||58809||7.7|
02|13|0400000US13|Georgia||3132|Fabric mills||2014|5798||1.0||207555||2.7||5174||1.8||9618||1.6||165448||4.2||1029057||6.5||1701018||8.3||713486||13.3||41233||5.5|
02|13|0400000US13|Georgia||3133|Textile and fabric finishing and fabric coating mills||2015|3638||10.3||130441||7.2||3136||12.3||7111||15.8||98664||12.2||777375||13.4||1150929||9.2||355055||6.0||36409||34.1|
02|13|0400000US13|Georgia||3133|Textile and fabric finishing and fabric coating mills||2014|3573||9.1||123943||5.0||3042||11.2||6231||15.3||85116||11.3||695492||10.1||1069515||7.0||391221||5.1||19910||23.9|
02|13|0400000US13|Georgia||314|Textile product mills||2015|28345||.9||1123159||1.0||23337||.9||44361||1.1||753797||.8||5619644||1.6||8964599||1.2||3353414||.8||203604||2.2|
02|13|0400000US13|Georgia||314|Textile product mills||2014|27141||.9||1077296||.9||22262||.8||43378||1.1||724527||.8||5769989||1.7||8799254||1.3||3040355||1.3||191984||3.2|
02|13|0400000US13|Georgia||3141|Textile furnishings mills||2015|21150||.9||871366||1.0||17289||.8||32188||1.2||577621||.9||4971304||1.8||7593817||1.4||2623514||.8||186020||2.3|
02|13|0400000US13|Georgia||3141|Textile furnishings mills||2014|20408||.8||832443||.9||16650||.8||31749||1.1||556684||.9||5125154||1.9||7487029||1.5||2378874||1.4||162905||2.4|
02|13|0400000US13|Georgia||3149|Other textile product mills||2015|7195||2.6||251793||2.3||6047||2.4||12174||2.7||176176||1.7||648340||1.8||1370782||1.8||729900||2.4||17584||9.4|
02|13|0400000US13|Georgia||3149|Other textile product mills||2014|6733||2.5||244853||2.3||5612||2.4||11628||2.5||167842||1.6||644835||1.9||1312224||2.0||661481||3.1||29079||16.2|
02|13|0400000US13|Georgia||315|Apparel manufacturing||2015|1267||11.1||40389||1.4||1003||15.2||1904||14.6||23390||4.6||37808||.6||106829||1.5||72395||3.3||0|D|0|D
02|13|0400000US13|Georgia||315|Apparel manufacturing||2014|1445||12.6||39888||5.5||1128||17.0||2084||16.6||22801||11.0||0|D|0|D|112150||3.0||73465||5.2||1782||6.9|
02|13|0400000US13|Georgia||3151|Apparel knitting mills||2015|0|a|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3151|Apparel knitting mills||2014|0|a|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3152|Cut and sew apparel manufacturing||2015|1172||12.0||37594||1.5||940||16.2||1784||15.6||21766||4.9||34127||.6||97797||1.7||66877||3.6||0|D|0|D
02|13|0400000US13|Georgia||3152|Cut and sew apparel manufacturing||2014|1358||13.4||37201||5.9||1071||17.9||1988||17.4||21374||11.8||39282||2.0||103863||3.2||68496||5.6||1556||7.8|
02|13|0400000US13|Georgia||3159|Apparel accessories and other apparel manufacturing||2015|0|b|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3159|Apparel accessories and other apparel manufacturing||2014|0|b|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||316|Leather and allied product manufacturing||2015|277||0||10674||0||195||0||346||0||5322||0||13329||0||29841||0||15784||0||602||0|
02|13|0400000US13|Georgia||316|Leather and allied product manufacturing||2014|171||0||6966||0||120||0||248||0||3679||0||0|D|0|D|26457||0||16059||0||1881||0|
02|13|0400000US13|Georgia||3161|Leather and hide tanning and finishing||2015|0|b|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3161|Leather and hide tanning and finishing||2014|0|b|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3162|Footwear manufacturing||2015|0|c|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3162|Footwear manufacturing||2014|0|c|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
02|13|0400000US13|Georgia||3169|Other leather and allied product manufacturing||2015|52||0||1265||0||24||0||50||0||905||0||0|D|0|D|5153||0||2886||0||0|D|0|D
02|13|0400000US13|Georgia||3169|Other leather and allied product manufacturing||2014|26||0||1033||0||19||0||36||0||790||0||0|D|0|D|0|D|0|D|0|D|0|D|0|D|0|D
